dividendYielTTM,dividendYielPercentageTTM,peRatioTTM,pegRatioTTM,payoutRatioTTM,currentRatioTTM,quickRatioTTM,cashRatioTTM,daysOfSalesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,daysOfPayablesOutstandingTTM,cashConversionCycleTTM,grossProfitMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,netProfitMarginTTM,effectiveTaxRateTTM,returnOnAssetsTTM,returnOnEquityTTM,returnOnCapitalEmployedTTM,netIncomePerEBTTTM,ebtPerEbitTTM,ebitPerRevenueTTM,debtRatioTTM,debtEquityRatioTTM,longTermDebtToCapitalizationTTM,totalDebtToCapitalizationTTM,interestCoverageTTM,cashFlowToDebtRatioTTM,companyEquityMultiplierTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,cashFlowCoverageRatiosTTM,shortTermCoverageRatiosTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,priceBookValueRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceEarningsRatioTTM,priceToFreeCashFlowsRatioTTM,priceToOperatingCashFlowsRatioTTM,priceCashFlowRatioTTM,priceEarningsToGrowthRatioTTM,priceSalesRatioTTM,dividendYieldTTM,enterpriseValueMultipleTTM,priceFairValueTTM,dividendPerShareTTM
0.004981787015213199,0.49817870152131993,31.2459145759693,3.69092365928637,0.15831045048292533,0.9403539454507599,0.764280657922132,0.20559650218613368,34.02572092600527,12.480999236770305,20.87090302674421,71.63813314930509,-34.53490556217837,0.43181033251535333,0.2916267414534076,0.2901310066347265,0.2449291733208689,0.15579800945152514,0.28396254816955685,1.6571965703844262,0.5295235400900582,0.8442019905484749,0.9948710642541673,0.2916267414534076,0.3300066233140655,1.7634898162746548,0.6095578489814635,0.6381387063158936,32.28054038516815,0.9997171919901473,5.343801280607484,10.727179030056547,5.095051810455233,29.24445335471799,8.873565602101479,1.1593659682080926,6.941339775364198,6.175273896739083,3.5390799380306293,0.2845635492540802,0.8896371733099723,0.9997171919901473,8.715126451407667,9.061021994377377,4.054762080959076,47.41378275877602,47.41378275877602,7.624699862784508,31.2459145759693,30.118307453677303,26.89394353847277,26.89394353847277,-10.031583100705959,7.624699862784508,0.004981787015213199,24.405934288129707,47.41378275877602,0.93
