date,symbol,period,growthCashAndCashEquivalents,growthShortTermInvestments,growthCashAndShortTermInvestments,growthNetReceivables,growthInventory,growthOtherCurrentAssets,growthTotalCurrentAssets,growthPropertyPlantEquipmentNet,growthGoodwill,growthIntangibleAssets,growthGoodwillAndIntangibleAssets,growthLongTermInvestments,growthTaxAssets,growthOtherNonCurrentAssets,growthTotalNonCurrentAssets,growthOtherAssets,growthTotalAssets,growthAccountPayables,growthShortTermDebt,growthTaxPayables,growthDeferredRevenue,growthOtherCurrentLiabilities,growthTotalCurrentLiabilities,growthLongTermDebt,growthDeferredRevenueNonCurrent,growthDeferrredTaxLiabilitiesNonCurrent,growthOtherNonCurrentLiabilities,growthTotalNonCurrentLiabilities,growthOtherLiabilities,growthTotalLiabilities,growthCommonStock,growthRetainedEarnings,growthAccumulatedOtherComprehensiveIncomeLoss,growthOthertotalStockholdersEquity,growthTotalStockholdersEquity,growthTotalLiabilitiesAndStockholdersEquity,growthTotalInvestments,growthTotalDebt,growthNetDebt
2022-09-24,AAPL,FY,-0.3232398397252433,-0.10978735694429402,-0.22885103529749837,0.18300780491593213,-0.24832826747720366,0.5040039685351854,0.004219941261977513,0.06787525354969574,0,0,0,-0.055303142863845724,0,0.11420909332842023,0.005477272096444399,0,0.004994273536902924,0.17077223672917846,0.35207839620828796,0,0.0394114555964267,0.281136167435201,0.22713398841258836,-0.09300130148662768,0,0,-0.07844350679793717,-0.08822207583527775,0,0.04921990052516047,0.1304628257648392,-1.5516001438331535,-69.15337423312883,0,-0.19682992550324932,0.004994273536902924,-0.06500359952691932,-0.03728381401390325,0.07400394301562727
2022-09-24,AAPL,FY,-0.3232398397252433,-0.10978735694429402,-0.22885103529749837,0.18300780491593213,-0.24832826747720366,0.5040039685351854,0.004219941261977513,0.06787525354969574,0,0,0,-0.055303142863845724,0,0.11420909332842023,0.005477272096444399,0,0.004994273536902924,0.17077223672917846,0.35207839620828796,0,0.0394114555964267,0.281136167435201,0.22713398841258836,-0.09300130148662768,0,0,-0.34909939248960836,-0.08822207583527775,0,0.04921990052516047,0.1304628257648392,-1.5516001438331535,-69.15337423312883,0,-0.19682992550324932,0.004994273536902924,0.0,-0.03728381401390325,0.07400394301562727
2021-09-25,AAPL,FY,-0.08091329966329966,-0.47665652691442933,-0.31122791198882815,0.37551074909867804,0.6202905688254124,0.2527521306818182,-0.06176894226687913,0.07273023989555567,0,0,0,0.2675270351977955,0,0.1487935656836461,0.19975579297904814,0,0.08371412340068171,0.2947560052960091,0.1339240322463505,0,0.14586783079933766,0.1126651672757942,0.19061219067860938,0.1058003182421681,0,0,-0.021380069737566527,0.060552243775994566,0,0.11356841449783213,0.12969928513755685,-0.6283576105839904,1.4014778325123152,0,-0.03442048393761766,0.08371412340068171,0.011455394177383072,0.10924437013056316,0.20638269282450955
2020-09-26,AAPL,FY,-0.2216853656539186,0.023475721772088256,-0.09560746641208469,-0.18249497860448868,-0.010959571358986848,-0.08808290155440414,-0.11734502730025366,-0.016373267697576115,0,0,0,-0.04228173265869889,0,0.28940505791739946,0.02548706010916521,0,-0.04321213768330005,-0.08521498399515529,-0.15215517241379312,0,0.2030061571894241,0.13160127253446446,-0.0030836754384305416,0.07472197109152896,0,0,0.0789458051996911,0.07622092614714356,0,0.04241859790023707,0.12407579581175013,-0.6739291472395311,0.3047945205479452,0,-0.27792635487578465,-0.04321213768330005,-0.020629847058973347,0.04062121113959666,0.2570308937047109
2019-09-28,AAPL,FY,0.8849226257091035,0.28040507081311283,0.5166739566522375,-0.06512909480559241,0.037917087967644085,0.02192438156697278,0.23968508972963096,-0.09505132674801473,0,0,0,-0.38324580354685917,0,0.47996230310101873,-0.25039464814451373,0,-0.07439742976279992,-0.17270254795304896,-0.21727395411605938,0,-0.2679305316187193,0.153975586624652,-0.09539130285968545,-0.020568624313223448,-1,-1,0.1284577914823256,0.004219826126227843,0,-0.040800068064568526,0.1237033904629238,-0.3480397727272727,0.8309206716850029,0,-0.15547798818445688,-0.07439742976279992,-0.25632733075426045,-0.05621795375732642,-0.3315682511008242
