revenuePerShareTTM,netIncomePerShareTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,peRatioTTM,priceToSalesRatioTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,currentRatioTTM,interestCoverageTTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,payoutRatioTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,roeTTM,capexPerShareTTM,dividendPerShareTTM,debtToMarketCapTTM
24.39293364719189,5.974541073077516,6.941339775364198,6.175273896739083,3.5390799380306293,3.9372517681147596,3.9372517681147596,3.9372517681147596,7.1636724389969215,2936233793659,3021161793659,31.2459145759693,7.624699862784508,26.89394353847277,30.118307453677303,47.41378275877602,47.41378275877602,7.845237652161155,24.405934288129707,27.56936955813805,30.989453212216638,0.032004184021199464,0.03320239696530174,1.7634898162746548,0.3300066233140655,0.6860761947846318,0.9403539454507599,32.28054038516815,1.1618197432173112,0.004981787015213199,0.4981787015213199,0.15831045048292533,0,0.07458938703436814,0,-0.11036282669002774,-0.03140523766862722,-1.0531173807035876,0.02625845570573495,23.005947689284522,0.5519334257802794,0.28396254816955685,-11.621141467296766,-7162000000,62158000000,-157089000000,1.7634898162746548,45039500000,50431500000,7151000000,34.02572092600527,71.63813314930509,12.480999236770305,10.727179030056547,5.095051810455233,29.24445335471799,1.6571965703844262,-0.7660658786251151,0.93,0.03733183653042928
